15.069,2.4,-0.26,-0.85
87.954,2.4,-0.26,-0.85
92.019,2.4,-0.02,-0.85
95.756,2.4,-0.02,-0.85
99.079,2.4,-0.02,-0.85
103.02,2.4,-0.02,-0.85
104.154,2.4,-0.02,-0.85
105.209,2.4,-0.02,-0.85
106.212,2.16,-0.26,-0.85
107.357,2.16,-0.26,-0.85
108.449,2.16,-0.26,-0.85
109.93,2.16,-0.26,-0.85
111.423,2.16,-0.26,-0.85
112.849,2.16,-0.26,-0.85
114.619,2.16,-0.26,-0.85
116.221,2.16,-0.26,-0.85
117.616,2.16,-0.26,-0.85
118.792,2.16,-0.26,-0.85
119.831,2.16,-0.26,-0.85
120.82,2.16,-0.26,-0.85
121.889,2.4,-0.26,-0.85
122.826,2.4,-0.26,-0.85
123.818,2.4,-0.26,-0.85
124.885,2.4,-0.26,-0.85
125.888,2.4,-0.26,-0.85
127.029,2.4,-0.26,-0.85
128.338,2.4,-0.26,-0.85
129.96,2.4,-0.26,-0.85
132.324,2.4,-0.26,-0.85
134.194,2.4,-0.26,-0.85
136.197,2.4,-0.26,-0.85
137.586,2.4,-0.26,-0.85
138.806,2.4,-0.02,-0.85
139.981,2.4,-0.02,-0.85
142.045,2.4,-0.02,-0.85
143.286,2.4,-0.02,-0.85
144.492,2.4,-0.02,-0.85
145.75,2.4,-0.02,-0.85
147.08,2.4,-0.02,-0.85
148.342,2.4,-0.02,-0.85
149.672,2.4,-0.02,-0.85
151.208,2.4,-0.02,-0.85
152.492,2.4,-0.02,-0.85
153.561,2.4,-0.02,-0.85
154.524,2.4,-0.26,-0.85
155.471,2.4,-0.26,-0.85
156.451,2.4,-0.26,-0.85
157.363,2.4,-0.26,-0.85
158.269,2.4,-0.26,-0.85
159.195,2.4,-0.26,-0.85
160.102,2.4,-0.26,-0.85
160.997,2.4,-0.26,-0.85
161.919,2.4,-0.26,-0.85
162.831,2.4,-0.26,-0.85
163.836,2.4,-0.26,-0.85
165.553,2.4,-0.26,-0.85
166.642,2.4,-0.26,-0.85
167.773,2.4,-0.26,-0.85
168.81,2.4,-0.26,-0.85
170.173,2.4,-0.02,-0.85
171.128,2.4,-0.02,-0.85
172.045,2.4,-0.02,-0.85
172.947,2.4,-0.02,-0.85
173.811,2.4,-0.02,-0.85
174.698,2.4,-0.02,-0.85
175.786,2.4,-0.02,-0.85
177.37,2.4,-0.02,-0.85
178.876,2.4,-0.02,-0.85
179.923,2.4,-0.02,-0.85
181.076,2.4,-0.02,-0.85
182.031,2.4,-0.02,-0.85
183.004,2.4,-0.02,-0.85
183.906,2.4,-0.02,-0.85
184.827,2.4,-0.02,-0.85
185.741,2.4,-0.02,-0.85
186.671,2.4,-0.02,-0.85
187.641,2.4,-0.02,-0.85
188.661,2.4,-0.02,-0.85
189.914,2.4,-0.02,-0.85
191.397,2.4,-0.02,-0.85
192.44,2.4,-0.02,-0.85
193.656,2.4,-0.02,-0.85
194.752,2.4,-0.02,-0.85
195.863,2.4,-0.02,-0.85
196.942,2.4,-0.02,-0.85
197.917,2.4,-0.02,-0.85
199.04,2.4,-0.02,-0.85
200.478,2.4,-0.02,-0.85
201.557,2.4,-0.02,-0.85
202.618,2.16,-0.26,-0.85
203.731,2.16,-0.26,-0.85
204.867,2.16,-0.26,-0.85
205.905,2.16,-0.26,-0.85
206.996,2.16,-0.26,-0.85
208.271,2.16,-0.26,-0.85
209.532,2.16,-0.26,-0.85
210.742,2.16,-0.26,-0.85
212.282,2.16,-0.26,-0.85
213.738,2.16,-0.26,-0.85
215.1,2.16,-0.26,-0.85
216.374,2.16,-0.26,-0.85
217.847,2.4,-0.26,-0.85
219.11,2.4,-0.26,-0.85
220.368,2.4,-0.26,-0.85
221.669,2.4,-0.26,-0.85
223.24,2.4,-0.26,-0.85
224.63,2.4,-0.26,-0.85
225.872,2.4,-0.26,-0.85
227.048,2.4,-0.26,-0.85
228.335,2.4,-0.26,-0.85
229.393,2.4,-0.26,-0.85
230.402,2.4,-0.26,-0.85
231.343,2.4,-0.26,-0.85
232.687,2.4,-0.26,-0.85
234.133,2.16,-0.02,-0.85
235.465,2.16,-0.02,-0.85
236.754,2.16,-0.02,-0.85
238.088,2.16,-0.02,-0.85
239.398,2.16,-0.02,-0.85
240.824,2.16,-0.02,-0.85
242.522,2.16,-0.02,-0.85
243.828,2.16,-0.02,-0.85
245.13,2.16,-0.02,-0.85
247.47,2.16,-0.02,-0.85
249.664,2.4,-0.02,-0.85
252.537,2.4,-0.02,-0.85
254.579,2.4,-0.02,-0.85
255.823,2.4,-0.02,-0.85
257.053,2.4,-0.02,-0.85
258.332,2.4,-0.02,-0.85
259.607,2.4,-0.02,-0.85
261.456,2.4,-0.02,-0.85
263.287,2.4,-0.02,-0.85
264.412,2.4,-0.02,-0.85
266.021,2.16,-0.5,-0.85
267.478,2.16,-0.5,-0.85
268.721,2.16,-0.5,-0.85
269.721,2.16,-0.5,-0.85
270.837,2.16,-0.5,-0.85
271.895,2.16,-0.5,-0.85
273.168,2.16,-0.5,-0.85
274.571,2.16,-0.5,-0.85
275.895,2.16,-0.5,-0.85
277.469,2.16,-0.5,-0.85
278.851,2.16,-0.5,-0.85
280.246,2.16,-0.5,-0.85
281.621,2.16,-0.5,-0.85
282.92,2.16,-0.5,-0.85
284.285,2.4,-0.26,-0.85
286.007,2.4,-0.26,-0.85
287.19,2.4,-0.26,-0.85
288.698,2.4,-0.26,-0.85
290.342,2.4,-0.26,-0.85
292.097,2.4,-0.26,-0.85
293.872,2.4,-0.26,-0.85
295.611,2.4,-0.26,-0.85
297.308,2.4,-0.26,-0.85
298.88,2.4,-0.26,-0.85
300.534,2.4,-0.02,-0.85
302.324,2.4,-0.02,-0.85
304.541,2.4,-0.02,-0.85
307.795,2.4,-0.02,-0.85
310.134,2.4,-0.02,-0.85
312.211,2.4,-0.02,-0.85
314.079,2.4,-0.5,-0.85
315.792,2.4,-0.5,-0.85
317.458,2.4,-0.5,-0.85
318.987,2.4,-0.5,-0.85
320.503,2.4,-0.5,-0.85
322.332,2.4,-0.5,-0.85
324.087,2.4,-0.5,-0.85
325.67,2.4,-0.5,-0.85
327.068,2.4,-0.5,-0.85
328.331,2.4,-0.5,-0.85
329.613,2.4,-0.5,-0.85
330.922,2.4,-0.5,-0.85
332.415,2.4,-0.26,-0.85
333.966,2.4,-0.26,-0.85
335.51,2.4,-0.26,-0.85
337.241,2.4,-0.26,-0.85
339.314,2.4,-0.26,-0.85
341.642,2.4,-0.26,-0.85
343.212,2.4,-0.26,-0.85
344.751,2.4,-0.26,-0.85
346.257,2.4,-0.26,-0.85
347.803,2.4,-0.26,-0.85
350.245,2.4,-0.26,-0.85
352.119,2.4,-0.26,-0.85
353.966,2.4,-0.26,-0.85
355.575,2.4,-0.26,-0.85
357.024,2.4,-0.26,-0.85
358.348,2.4,-0.26,-0.85
359.649,2.4,-0.26,-0.85
361.008,2.4,-0.26,-0.85
362.334,2.4,-0.02,-0.85
363.801,2.4,-0.02,-0.85
365.786,2.4,-0.02,-0.85
367.682,2.4,-0.02,-0.85
369.138,2.4,-0.02,-0.85
370.777,2.4,-0.02,-0.85
375.39,2.4,-0.02,-0.85
377.588,2.4,-0.02,-0.85
379.637,2.4,-0.02,-0.85
381.5,2.4,-0.02,-0.85
383.104,2.4,-0.02,-0.85
384.711,2.4,-0.02,-0.85
386.243,2.4,-0.02,-0.85
387.831,2.4,-0.02,-0.85
389.608,2.4,-0.02,-0.85
391.733,2.4,-0.02,-0.85
393.742,2.4,-0.02,-0.85
395.808,2.4,-0.5,-0.85
397.58,2.4,-0.5,-0.85
399.162,2.4,-0.5,-0.85
400.772,2.4,-0.5,-0.85
402.32,2.4,-0.5,-0.85
403.856,2.4,-0.5,-0.85
405.541,2.4,-0.5,-0.85
407.31,2.4,-0.5,-0.85
408.992,2.4,-0.5,-0.85
410.55,2.4,-0.5,-0.85
412.113,2.4,-0.26,-0.85
413.505,2.4,-0.26,-0.85
414.663,2.4,-0.26,-0.85
415.679,2.4,-0.26,-0.85
416.682,2.4,-0.26,-0.85
418.037,2.4,-0.26,-0.85
419.271,2.4,-0.26,-0.85
420.48,2.4,-0.26,-0.85
421.877,2.4,-0.26,-0.85
423.746,2.4,-0.26,-0.85
425.396,2.4,-0.26,-0.85
426.561,2.4,-0.26,-0.85
428.062,2.4,-0.5,-0.85
429.66,2.4,-0.5,-0.85
431.72,2.4,-0.5,-0.85
433.702,2.4,-0.5,-0.85
435.158,2.4,-0.5,-0.85
436.475,2.4,-0.5,-0.85
438.016,2.4,-0.5,-0.85
439.907,2.4,-0.5,-0.85
441.745,2.4,-0.5,-0.85
443.297,2.4,-0.5,-0.85
444.836,2.4,-0.26,-0.85
445.908,2.4,-0.26,-0.85
446.9,2.4,-0.26,-0.85
448.131,2.4,-0.26,-0.85
449.29,2.4,-0.26,-0.85
450.713,2.4,-0.26,-0.85
451.913,2.4,-0.26,-0.85
453.142,2.4,-0.26,-0.85
454.273,2.4,-0.26,-0.85
455.247,2.4,-0.26,-0.85
456.231,2.4,-0.26,-0.85
457.265,2.4,-0.26,-0.85
458.421,2.4,-0.26,-0.85
459.517,2.4,-0.26,-0.85
460.841,2.64,-0.26,-0.85
462.063,2.64,-0.26,-0.85
463.161,2.64,-0.26,-0.85
464.201,2.64,-0.26,-0.85
465.257,2.64,-0.26,-0.85
466.291,2.64,-0.26,-0.85
467.32,2.64,-0.26,-0.85
468.334,2.64,-0.26,-0.85
469.418,2.64,-0.26,-0.85
470.43,2.64,-0.26,-0.85
471.787,2.64,-0.26,-0.85
473.04,2.64,-0.26,-0.85
474.196,2.64,-0.26,-0.85
477.763,3.12,-0.5,-0.85
479.502,3.12,-0.5,-0.85
482.18,3.12,-0.5,-0.85
488.565,3.12,-0.5,-0.85
492.235,3.12,-0.26,-0.85
494.288,3.12,-0.26,-0.85
497.996,3.12,-0.26,-0.85
501.401,3.12,-0.26,-0.85
504.653,3.12,-0.26,-0.85
508.29,3.12,-0.5,-0.85
512.609,3.12,-0.5,-0.85
516.922,3.12,-0.5,-0.85
520.953,3.12,-0.5,-0.85
524.603,3.12,-0.5,-0.85
530.362,3.12,-0.5,-0.85
533.322,3.12,-0.5,-0.85
537.537,3.12,-0.5,-0.85
542.373,3.84,-0.5,-0.85
551.129,3.84,-0.5,-0.85
555.351,3.36,-0.02,-0.85
560.541,3.36,-0.02,-0.85
563.17,3.36,-0.02,-0.85
566.694,3.36,-0.02,-0.85
574.17,3.36,-0.26,-0.85
598.892,3.36,-0.26,-0.85
602.676,3.84,-0.74,-0.85
613.187,3.84,-0.74,-0.85
617.343,3.84,-0.74,-0.85
622.168,4.32,-0.26,-0.85
627.29,4.32,-0.26,-0.85
631.16,4.32,-0.26,-0.85
634.739,4.32,-0.26,-0.85
638.703,4.32,-0.5,-0.85
644.196,4.32,-0.5,-0.85
647.984,4.32,-0.5,-0.85
652.054,4.32,-0.26,-0.85
656.884,4.32,-0.26,-0.85
659.766,4.32,-0.26,-0.85
667.668,4.32,-0.5,-0.85
671.149,4.32,-0.5,-0.85
674.774,4.32,-0.5,-0.85
677.883,4.32,-0.5,-0.85
682.752,4.32,-0.5,-0.85
686.581,5.04,-0.26,-0.85
690.365,5.04,-0.26,-0.85
693.834,5.04,-0.26,-0.85
697.355,5.04,-0.26,-0.85
701.32,5.28,-0.02,-0.85
704.533,5.28,-0.02,-0.85
708.142,5.28,-0.02,-0.85
712.447,5.28,-0.02,-0.85
717.342,5.76,-0.74,-0.85
720.637,5.76,-0.74,-0.85
724.014,5.76,-0.74,-0.85
727.349,5.76,-0.74,-0.85
729.023,5.76,-0.74,-0.85
732.473,5.76,-0.26,-0.85
735.361,5.76,-0.26,-0.85
738.544,5.76,-0.26,-0.85
742.492,5.76,-0.26,-0.85
748.116,6,-0.5,-0.85
751.258,6,-0.5,-0.85
755.067,6,-0.5,-0.85
758.491,6,-0.5,-0.85
761.831,6,-0.5,-0.85
